classification,system:index,Landcover_Class,B2,B3,B4,B5,B6,B7,B1
11,40835_0,2,241,378,356,897,982,677,215
9,40836_0,11,188,310,281,1466,1114,607,149
0,40844_0,0,333,338,165,74,53,31,319
0,40860_0,0,544,669,428,78,24,18,449
17,40868_0,2,555,992,1170,2043,2323,1834,390
0,40872_0,0,519,641,407,66,17,14,431
12,40874_0,12,247,580,452,2524,2074,1163,215
8,40885_0,8,70,139,97,1881,346,137,15
9,40887_0,9,192,442,374,2028,1743,952,136
19,40889_0,19,360,462,571,1379,1668,1083,303
17,40890_0,17,474,665,612,1929,1881,1430,439
0,40896_0,0,266,234,105,62,34,23,263
17,40898_0,17,389,565,506,1795,1909,1415,348
0,40900_0,0,533,650,389,78,35,28,442
4,40902_0,4,637,737,755,1130,1060,867,563
12,40904_0,16,389,650,669,2110,2182,1430,328
4,40906_0,4,716,848,950,1695,1437,1160,624
12,40908_0,12,430,692,621,2481,2116,1249,377
17,40913_0,17,305,551,450,2344,1707,959,270
12,40916_0,0,540,694,910,1819,2751,1732,470
17,40919_0,19,589,763,878,1786,2932,1999,534
17,40924_0,17,281,571,355,2940,1489,771,264
12,40930_0,12,609,1061,1203,2744,3075,1869,397
12,40933_0,11,458,713,610,3011,2358,1253,403
11,40938_0,12,232,286,202,1322,811,432,230
8,40939_0,9,83,134,76,1128,429,187,38
17,40943_0,17,311,548,535,2303,1757,1127,251
9,40944_0,9,124,330,259,2068,1143,534,71
0,40952_0,0,483,561,323,50,17,13,389
17,40957_0,17,444,684,863,1641,2138,1706,395
12,40961_0,12,409,705,541,3382,2584,1407,382
12,40962_0,12,311,589,450,2406,2076,1183,264
0,40965_0,0,601,773,648,129,24,16,484
17,40969_0,17,393,572,547,1914,1579,948,359
12,40985_0,12,247,588,482,2553,2085,1167,180
8,40986_0,2,179,304,249,2307,859,439,110
8,41043_0,17,162,379,245,3972,1305,558,84
17,41045_0,17,500,810,1064,1713,3380,3040,403
12,41046_0,2,315,572,353,4724,2146,1028,284
12,41047_0,12,497,708,773,1691,2747,1945,403
0,41048_0,0,509,577,316,89,36,19,441
0,41062_0,0,1437,2173,3013,3253,251,169,1478
4,41068_0,3,394,632,620,1940,1431,1025,305
0,41069_0,0,297,258,108,46,33,21,301
11,41071_0,9,126,311,362,1505,1643,1025,55
0,41080_0,0,393,296,116,44,27,17,397
17,41093_0,17,181,437,301,2843,1584,759,143
12,41097_0,11,632,924,1028,2766,3669,2389,536
17,41099_0,12,336,630,401,3094,1889,977,297
12,41100_0,12,270,702,409,4185,1936,955,222
0,41102_0,17,839,1473,1171,581,573,465,641
17,41106_0,12,468,650,787,1878,2096,1301,392
4,41108_0,4,393,665,705,1677,1247,922,283
11,41110_0,17,180,435,456,2004,1785,1048,104
12,41112_0,17,360,672,384,4466,2034,910,340
12,41114_0,12,370,646,622,2573,2139,1282,308
17,41123_0,19,343,471,565,1702,1590,978,297
17,41126_0,17,431,729,866,2399,2038,1281,320
12,41134_0,12,201,549,281,3676,1852,870,156
12,41139_0,12,636,1044,1173,2523,2873,1807,462
12,41144_0,12,376,783,629,3597,2701,1372,272
8,41147_0,8,142,153,83,666,267,115,153
4,41166_0,4,512,709,782,1356,1209,1026,403
12,41167_0,12,488,842,788,3065,2617,1555,388
12,41177_0,12,439,651,591,1881,1762,1065,384
17,41182_0,17,319,481,453,2303,1684,968,284
11,41184_0,11,147,332,340,1611,1264,724,68
11,41190_0,11,254,372,277,1336,1075,644,222
8,41192_0,9,153,323,226,3312,921,369,104
12,41193_0,12,596,1033,987,3329,3285,1901,474
12,41195_0,12,461,780,738,2669,2842,1714,361
4,41198_0,4,541,803,845,1544,1457,1140,421
12,41205_0,12,536,864,739,3032,2638,1575,435
0,41213_0,0,289,398,355,179,119,82,210
17,41217_0,17,276,483,713,1179,2255,2022,194
12,41233_0,12,421,765,717,3085,2257,1209,346
11,41237_0,11,431,529,514,1633,1794,1104,410
11,41239_0,11,283,412,371,1162,1455,923,248
8,41242_0,8,122,215,139,1630,691,305,96
12,41244_0,12,414,945,857,4441,3345,1738,270
9,41252_0,9,220,430,439,1946,1425,779,130
4,41257_0,4,393,593,609,1593,1429,1041,311
8,41264_0,8,82,207,146,1969,757,316,40
12,41282_0,12,406,693,628,2384,2123,1198,315
12,41290_0,11,402,670,716,2128,2870,1836,314
9,41293_0,9,194,333,290,1843,1375,746,147
3,41295_0,19,536,686,759,1509,1639,1004,489
11,41297_0,11,284,366,339,934,1150,692,262
11,41300_0,11,269,489,570,1752,2568,1638,158
4,41301_0,5,674,951,1066,1552,1551,1274,468
12,41316_0,12,445,718,683,2734,2446,1449,380
12,41318_0,12,469,752,887,2227,2800,1804,348
12,41320_0,12,498,743,750,2124,2784,1766,424
8,41322_0,9,98,243,145,1999,680,274,69
5,41326_0,17,518,795,890,974,1187,1128,454
3,41331_0,3,464,658,749,1869,1352,1022,328
3,41337_0,3,249,457,456,1556,852,610,178
17,41350_0,11,279,447,566,1804,1747,1044,240
19,41354_0,19,399,499,628,1428,1684,1288,363
0,41357_0,0,399,263,98,40,19,13,401
11,41370_0,9,232,407,504,1412,1261,761,156
4,41374_0,4,623,933,982,1695,1879,1567,504
0,41376_0,0,422,495,257,61,32,22,358
12,41377_0,12,496,803,690,2767,2715,1616,432
19,41382_0,2,329,474,530,1472,1342,869,255
12,41397_0,12,465,819,628,2915,3104,1928,406
17,41406_0,12,488,679,725,2143,2021,1300,408
9,41417_0,9,24,128,106,693,410,234,-14
17,41431_0,2,389,609,564,2084,1509,1080,338
9,41432_0,9,160,184,165,641,573,332,151
12,41437_0,12,762,1208,1405,2543,3895,2713,538
9,41440_0,11,207,360,369,926,993,647,132
17,41444_0,17,242,438,337,2285,1365,665,222
3,41445_0,2,245,423,428,1825,1075,705,164
0,41446_0,0,231,196,96,32,18,14,252
12,41447_0,12,470,777,644,2464,2255,1368,376
5,41451_0,5,679,775,821,992,978,850,573
4,41453_0,3,890,1044,1132,1933,2126,1729,775
11,41465_0,11,339,618,722,2168,2401,1453,212
5,41469_0,4,1414,1574,1746,2102,1951,1649,1263
19,41472_0,19,374,432,490,947,1207,782,339
5,41474_0,5,1815,2143,2271,2357,2275,2005,1624
11,41477_0,19,283,411,443,1227,1428,978,215
0,41490_0,0,533,743,653,140,22,15,427
12,41494_0,6,785,1317,1535,3139,3735,2489,607
11,41495_0,8,264,360,352,1242,1205,701,235
17,41497_0,17,249,461,394,1896,1341,761,227
12,41512_0,11,266,603,489,2319,1954,1166,189
0,41519_0,0,2018,1739,1742,1145,281,147,1671
8,41526_0,8,74,204,129,1776,687,288,41
12,41527_0,12,515,780,909,2089,2921,2017,403
12,41528_0,7,208,451,317,3859,1636,693,158
11,41543_0,11,165,267,306,921,1268,883,93
17,41545_0,17,300,652,415,3011,1336,650,256
8,41560_0,8,72,130,87,1282,410,159,37
0,41562_0,0,274,184,99,52,30,26,325
9,41566_0,11,84,178,187,884,799,519,44
11,41577_0,11,348,499,470,1384,1857,1289,298
17,41579_0,2,389,683,708,1696,1900,1361,319
12,41580_0,12,417,729,670,2143,2005,1193,330
17,41586_0,17,217,545,289,3582,1569,732,180
17,41588_0,8,184,371,276,2251,1216,551,136
0,41591_0,0,354,249,105,42,25,18,368
8,41596_0,11,37,54,38,275,122,51,2
17,41607_0,2,427,753,835,2022,2074,1435,307
2,41609_0,12,201,491,448,2507,1175,699,107
12,41611_0,11,473,758,924,2081,2979,2028,361
17,41615_0,17,389,477,576,852,1192,1017,352
17,41616_0,17,281,492,292,3867,1717,775,274
0,41623_0,0,548,738,647,135,24,17,427
12,41625_0,12,420,707,636,2439,2195,1305,367
12,41633_0,12,442,744,817,2036,2488,1775,333
0,41635_0,0,563,600,256,46,22,13,458
12,41636_0,17,374,692,643,2725,2087,1392,321
17,41645_0,17,473,644,759,1141,1604,1391,420
17,41646_0,17,231,397,332,2218,1345,658,219
11,41649_0,11,272,492,508,1741,2105,1352,196
11,41654_0,11,403,656,792,1708,2721,1820,274
17,41656_0,17,214,415,271,2568,1279,575,199
17,41657_0,2,305,491,466,2102,1432,898,248
0,41665_0,0,285,246,98,44,31,22,305
0,41666_0,0,356,443,361,134,52,33,314
17,41667_0,17,569,743,844,1239,1975,1852,457
3,41669_0,4,663,898,896,2039,2004,1487,611
9,41670_0,9,127,237,229,959,709,403,66
12,41671_0,12,447,758,719,2383,3035,1970,351
4,41680_0,3,502,592,588,1135,956,730,465
11,41683_0,11,399,634,620,2123,2575,1648,307
17,41687_0,17,344,455,469,1255,1424,972,312
9,41689_0,8,95,169,130,997,634,279,51
4,41691_0,3,649,906,1041,1611,1524,1337,502
11,41692_0,12,250,474,402,1595,1612,1018,201
12,41693_0,12,484,773,631,2531,2335,1447,444
9,41696_0,9,151,295,266,1385,1180,653,99
12,41699_0,9,528,752,739,1995,2705,1875,385
4,41701_0,4,849,1195,1270,2003,2157,1757,743
9,41712_0,9,100,152,131,886,602,331,63
17,41713_0,17,366,534,638,1477,2028,1664,334
19,41715_0,11,419,586,513,1353,1470,944,377
17,41717_0,11,238,472,396,1943,1481,873,184
8,41720_0,9,156,283,214,1680,887,444,144
0,41725_0,19,250,401,367,1084,643,343,199
9,41727_0,9,258,441,413,2119,1632,876,173
11,41732_0,12,263,514,605,2007,2321,1506,184
4,41733_0,4,684,795,842,1718,1400,1063,612
9,41739_0,8,184,385,339,2201,1415,695,130
11,41741_0,11,272,479,469,1660,2018,1197,192
17,41745_0,17,272,513,467,2488,1761,1061,245
12,41747_0,16,432,682,682,1815,2086,1361,375
17,41751_0,17,285,572,419,3038,1810,978,247
19,41762_0,3,311,447,490,1467,1206,825,277
17,41764_0,17,335,684,600,2995,1891,1163,282
11,41766_0,9,302,374,387,1234,1456,879,270
17,41771_0,17,402,602,790,1253,2147,1859,328
11,41774_0,11,349,558,418,1869,1794,1156,322
5,41777_0,4,1837,1786,1788,2149,2013,1243,1724
0,41779_0,0,550,710,535,88,19,9,441
9,41781_0,11,40,139,125,681,537,318,-25
17,41787_0,17,270,475,288,3551,1764,795,250
12,41789_0,12,621,1140,1327,3320,3535,2059,379
12,41802_0,12,413,684,607,2624,2164,1313,345
9,41816_0,9,112,272,262,1280,1038,620,39
17,41817_0,2,395,651,762,2081,1985,1324,279
5,41830_0,17,1707,2092,2313,2954,3981,3645,1461
4,41833_0,11,694,1055,1248,1739,2108,1727,558
17,41841_0,2,667,857,944,1933,2598,1969,587
0,41844_0,0,524,618,357,66,31,22,427
17,41850_0,7,324,422,318,2924,1611,713,311
8,41851_0,8,128,105,56,338,108,50,137
19,41857_0,19,584,723,731,1689,2783,1969,552
3,41860_0,3,317,505,534,1817,1047,746,216
0,41865_0,19,412,576,600,810,663,435,306
9,41866_0,9,88,178,135,1348,735,322,59
12,41869_0,12,456,804,696,3308,2902,1646,370
8,41871_0,11,124,264,160,2748,939,379,81
8,41887_0,8,84,260,201,2946,942,387,46
17,41894_0,17,353,423,493,983,1569,1243,335
19,41896_0,18,388,509,611,1408,2090,1376,357
11,41897_0,11,199,360,382,1368,1588,978,151
17,41899_0,17,588,690,808,1236,2139,1972,535
19,41900_0,19,415,523,551,1166,1073,750,374
11,41901_0,11,341,503,450,1396,1878,1113,288
2,41909_0,12,123,428,328,1916,1462,831,40
11,41910_0,11,275,563,631,2156,2511,1579,182
12,41916_0,12,465,617,759,1839,2870,1958,421
17,41917_0,2,350,569,514,2421,1560,959,306
11,41921_0,11,293,529,562,1921,2093,1528,228
0,41934_0,0,284,328,217,134,67,46,266
3,41935_0,3,369,580,581,2112,1220,766,290
0,41938_0,0,404,397,149,44,25,17,364
0,41940_0,0,393,282,113,45,16,14,407
12,41941_0,17,166,425,428,2465,1634,899,109
0,41948_0,0,521,617,360,62,24,12,419
17,41949_0,17,345,665,547,2854,1939,1205,311
17,41956_0,17,284,714,646,3634,1605,903,143
12,41959_0,12,488,823,786,2638,2776,1683,393
3,41963_0,19,373,549,564,1596,1430,952,295
4,41968_0,5,536,684,743,1139,1184,970,437
11,41974_0,11,250,518,477,1964,1828,1056,202
8,41977_0,8,23,46,24,423,148,54,2
9,41980_0,9,122,240,188,1334,930,504,84
11,41990_0,12,402,615,632,2221,2601,1580,305
0,41997_0,0,607,792,841,452,24,13,518
0,41998_0,0,265,192,96,49,31,21,256
2,42026_0,2,231,501,489,1966,1353,865,176
4,42043_0,4,449,622,649,1655,1155,850,379
9,42045_0,11,255,416,476,1407,1407,906,180
0,42050_0,0,401,291,112,42,19,12,408
17,42051_0,3,580,789,778,2053,1991,1361,483
11,42054_0,11,198,396,364,1962,1849,1087,130
12,42058_0,12,250,682,349,4657,1839,845,219
17,42059_0,17,215,341,442,780,1731,1491,182
11,42068_0,11,361,527,585,1497,2156,1440,277
12,42075_0,12,464,767,826,2184,3362,2192,357
0,42077_0,0,500,638,392,69,17,7,381
9,42080_0,8,209,334,267,1785,1049,527,175
12,42081_0,12,373,773,422,3876,2085,1058,351
17,42099_0,17,610,762,974,1920,2634,2027,491
11,42105_0,11,218,410,348,1184,1447,1002,149
12,42107_0,11,590,852,882,2275,3390,2243,511
9,42109_0,9,122,249,249,1057,926,538,65
9,42115_0,11,160,288,250,1234,925,504,113
9,42121_0,9,90,153,116,990,486,250,71
17,42130_0,12,336,574,405,2336,1715,1024,321
4,42131_0,4,675,944,1049,1727,1594,1295,564
12,42132_0,12,453,691,765,1659,2677,1977,361
12,42139_0,12,416,677,596,2296,2230,1323,363
9,42144_0,9,160,247,183,1144,699,339,158
2,42148_0,2,225,373,356,1707,1175,726,163
9,42149_0,11,250,386,369,1560,1337,759,182
12,42152_0,12,379,764,543,3127,2345,1272,302
3,42156_0,2,546,779,708,2402,1637,1071,498
12,42160_0,12,434,680,632,2471,2651,1617,378
8,42167_0,8,18,98,63,1254,310,118,-26
11,42168_0,9,148,407,508,1981,1514,821,71
17,42189_0,12,482,826,917,1521,2136,1701,397
12,42192_0,17,237,389,235,2609,1143,549,230
9,42194_0,9,171,191,142,675,453,234,171
0,42200_0,0,596,733,531,100,45,43,511
5,42202_0,5,1647,2003,2153,2374,2400,1965,1538
3,42210_0,4,408,553,547,1441,1159,859,343
17,42212_0,2,472,898,957,1907,2073,1681,273
19,42214_0,19,365,496,538,1455,1225,829,333
12,42217_0,2,317,584,528,2565,1790,1110,235
12,42220_0,12,359,675,556,2208,1648,911,293
12,42222_0,12,444,707,579,2686,2721,1595,396
17,42228_0,17,639,888,1048,2098,2256,1800,522
17,42230_0,17,467,644,813,1269,1806,1603,405
11,42238_0,12,211,548,400,2459,1694,939,149
9,42240_0,9,186,325,318,1123,1004,595,117
12,42242_0,12,389,790,564,3274,2548,1383,321
8,42243_0,8,128,262,187,2411,938,387,66
4,42246_0,3,821,997,1116,2048,1755,1469,736
0,42251_0,0,538,691,468,74,19,10,427
4,42252_0,4,566,845,896,1534,1420,1164,435
11,42256_0,11,226,421,401,1429,1673,1154,169
17,42271_0,17,832,1315,1542,2169,2698,2351,663
0,42273_0,0,384,350,136,52,38,18,349
4,42275_0,4,494,721,773,1421,1279,1051,354
17,42279_0,17,247,539,390,3478,1776,917,222
3,42285_0,4,702,1034,1116,2389,1843,1382,586
0,42296_0,0,442,386,135,42,33,15,379
11,42300_0,11,313,515,606,1478,2088,1388,205
12,42303_0,12,345,554,524,1893,2384,1561,271
0,42304_0,0,397,373,148,41,20,13,367
0,42305_0,0,248,181,81,46,22,12,263
0,42318_0,0,523,712,569,117,39,23,419
9,42320_0,8,86,116,84,481,288,146,68
12,42324_0,16,258,625,338,4488,1690,825,225
11,42325_0,9,252,451,499,1885,1768,1089,171
0,42328_0,0,466,519,243,50,18,12,397
0,42334_0,0,270,261,115,70,60,41,261
12,42339_0,12,670,1139,1216,3601,3929,2398,478
11,42343_0,3,226,280,226,741,525,359,188
8,42344_0,8,9,54,29,509,136,57,-10
12,42345_0,12,406,686,624,2143,2483,1524,341
17,42347_0,17,324,625,591,2270,2105,1337,288
3,42349_0,3,623,908,942,2409,1915,1384,514
17,42351_0,17,513,628,784,1239,1937,1623,444
17,42353_0,17,401,667,713,2350,2038,1300,345
11,42358_0,9,256,437,439,1548,1501,966,195
0,42364_0,0,419,410,148,71,29,21,355
12,42372_0,9,383,641,595,2180,2287,1422,297
12,42375_0,11,433,661,648,2075,2410,1586,389
17,42376_0,17,725,1036,1252,2333,2619,2289,609
9,42379_0,9,137,258,210,1546,924,454,67
17,42380_0,17,353,573,601,2075,1764,1093,316
17,42381_0,17,350,593,431,2509,1666,918,339
8,42384_0,8,128,272,188,2576,776,307,91
9,42391_0,9,110,244,205,1557,802,365,89
17,42394_0,17,280,372,419,1082,1196,834,256
11,42395_0,9,203,305,289,890,783,452,158
17,42399_0,2,360,496,493,2220,1168,754,304
12,42409_0,12,427,772,693,2450,2738,1733,328
12,42412_0,11,572,814,855,2753,2798,1560,477
0,42416_0,0,342,234,105,45,22,18,369
12,42424_0,19,286,580,471,2494,2266,1305,228
12,42430_0,11,364,666,696,2496,2764,1621,262
17,42438_0,11,352,570,541,2110,1864,1107,280
12,42440_0,12,454,689,610,2484,2237,1301,411
17,42441_0,17,444,619,659,2173,2185,1461,374
9,42442_0,17,190,211,210,527,396,278,181
0,42447_0,0,467,457,173,44,22,17,389
11,42449_0,11,149,214,215,658,790,525,102
17,42450_0,17,250,460,366,2263,1405,752,244
12,42461_0,12,341,638,513,2649,2156,1135,271
11,42471_0,17,323,521,464,2743,2002,1221,267
4,42477_0,4,485,694,804,1466,1250,969,375
12,42484_0,12,569,872,1096,2505,3502,2577,427
0,42502_0,0,513,665,454,82,21,16,417
17,42503_0,17,578,884,1064,1852,2242,1785,469
0,42504_0,0,256,169,84,48,30,17,268
17,42512_0,17,693,961,1077,2356,2507,1968,588
4,42514_0,5,817,1064,1169,1679,1506,1227,667
4,42516_0,4,712,878,947,1346,1365,1151,621
3,42518_0,4,421,581,583,1588,1241,795,284
4,42519_0,4,527,622,619,1356,960,776,446
12,42524_0,12,374,707,507,2963,2240,1204,332
9,42525_0,11,310,462,432,1711,1539,848,212
17,42534_0,12,311,527,483,1856,1580,936,248
11,42539_0,11,180,332,352,1118,1128,716,133
0,42542_0,0,289,178,101,54,42,27,318
11,42548_0,17,415,603,596,1757,2119,1365,370
8,42550_0,8,65,148,105,1291,380,153,23
9,42553_0,8,-36,35,39,266,260,154,-75
3,42562_0,4,309,516,555,1822,1299,878,175
12,42565_0,12,290,549,464,2055,2153,1326,237
12,42567_0,12,476,766,661,2411,2238,1481,430
9,42568_0,8,170,341,308,1947,1430,727,107
11,42575_0,19,335,411,516,1224,1929,1215,272
5,42589_0,4,659,727,740,844,800,665,611
11,42592_0,9,128,270,316,1226,1105,639,55
17,42594_0,12,302,631,347,3513,1638,813,280
17,42595_0,12,311,615,310,4805,1658,726,300
4,42605_0,2,879,1097,1299,1668,2218,2030,763
12,42606_0,12,340,699,352,4358,1964,930,323
9,42615_0,9,186,300,296,1506,1280,701,96
12,42621_0,12,496,857,768,3104,3318,2009,415
17,42623_0,3,380,672,567,2266,1987,1281,333
12,42624_0,11,294,584,357,2669,1849,1003,267
0,42626_0,0,542,682,465,84,27,10,472
4,42627_0,4,625,820,915,1434,1482,1214,518
17,42636_0,12,419,671,866,1492,2457,2071,304
8,42649_0,8,69,109,47,818,194,84,50
8,42650_0,9,105,191,138,1007,622,306,92
0,42652_0,0,461,331,124,46,22,19,438
4,42657_0,4,581,800,877,1868,1510,1248,466
12,42662_0,12,501,820,922,2452,2964,1884,384
17,42663_0,2,620,1057,1058,3418,2348,1681,508
4,42670_0,4,673,860,905,1849,1634,1313,525
17,42673_0,2,298,457,401,2576,1586,861,276
11,42681_0,11,384,512,508,1699,2107,1230,356
17,42687_0,17,472,650,842,1701,2382,1668,393
11,42691_0,11,331,552,654,1910,2065,1455,235
0,42699_0,19,487,613,524,188,37,15,398
0,42704_0,0,517,765,808,1061,674,399,371
17,42714_0,2,497,749,775,1863,2133,1542,407
17,42717_0,17,520,713,769,1968,1844,1395,437
11,42719_0,11,143,392,470,2108,1894,1120,58
9,42722_0,11,110,202,189,876,696,409,59
0,42725_0,0,520,715,598,111,22,11,419
11,42729_0,9,282,517,567,1581,1680,1027,165
17,42730_0,17,310,526,482,2463,1707,1005,278
3,42735_0,4,378,748,920,1993,1988,1599,212
12,42736_0,11,404,706,786,2364,2768,1721,275
0,42742_0,0,453,412,157,40,17,14,389
12,42749_0,12,716,1146,1385,2589,3305,2069,517
17,42757_0,17,418,595,787,1313,2915,2861,331
8,42765_0,8,105,179,115,1382,500,218,56
17,42767_0,17,362,513,633,940,1790,1615,304
12,42771_0,12,269,457,455,1138,1141,689,163
0,42779_0,0,524,705,550,107,28,14,417
12,42794_0,12,657,1105,1127,3300,3876,2401,512
0,42798_0,0,591,766,680,146,21,11,491
17,42804_0,17,433,694,787,1857,2072,1587,378
4,42809_0,4,584,939,970,2104,1432,1055,439
11,42814_0,9,123,232,240,823,957,570,62
0,42815_0,0,693,903,988,744,28,16,606
0,42823_0,0,259,193,92,53,31,23,274
11,42832_0,12,241,525,453,2263,1757,1057,169
0,42833_0,0,401,261,100,44,18,17,399
11,42835_0,11,295,502,594,1616,1854,1237,199
17,42845_0,17,582,833,996,2383,2355,1876,509
9,42850_0,9,76,124,107,499,375,209,66
12,42855_0,12,422,805,633,3994,2552,1321,346
8,42856_0,2,101,175,127,1324,505,236,60
12,42862_0,12,527,809,890,2010,2834,1963,424
12,42876_0,12,394,665,541,2883,2194,1270,349
12,42877_0,11,437,746,887,2276,3022,2008,294
11,42881_0,11,454,666,711,2298,2828,1835,413
17,42889_0,17,393,542,575,1638,1731,1187,337
4,42901_0,4,566,742,822,1528,1431,1109,496
11,42905_0,11,284,532,540,1680,2110,1458,193
9,42911_0,9,79,184,162,1271,796,396,33
17,42915_0,17,580,833,903,2480,2120,1572,488
8,42925_0,8,175,300,195,2877,919,404,149
11,42926_0,11,242,454,508,1608,2245,1431,144
17,42927_0,11,323,450,463,1600,1597,959,290
12,42931_0,12,303,554,438,2188,1859,1046,265
8,42937_0,8,93,156,94,1062,370,157,69
0,42940_0,0,512,490,197,54,26,17,475
12,42942_0,12,609,950,984,2408,2822,1794,487
17,42944_0,2,333,606,493,2507,1298,730,291
0,42946_0,0,486,593,344,50,18,9,392
17,42947_0,17,367,517,570,1646,1828,1150,347
17,42948_0,17,456,630,613,1504,1827,1451,402
4,42957_0,4,947,1392,1554,1869,2349,2003,679
9,42964_0,9,212,416,407,1594,1368,811,151
8,42969_0,8,139,249,173,1772,767,342,113
17,42981_0,17,356,438,500,709,880,704,316
11,42983_0,17,271,571,661,2212,1947,1286,181
8,42985_0,8,73,159,108,1529,508,215,40
0,42986_0,0,405,401,165,41,17,13,385
0,42988_0,0,475,537,271,47,17,11,395
8,42996_0,8,71,207,137,2655,689,270,26
9,42999_0,8,155,322,207,2341,1146,544,110
8,43000_0,8,100,173,125,1332,507,222,67
0,43001_0,0,448,440,258,70,32,19,417
9,43012_0,3,194,375,322,1893,1378,724,107
11,43024_0,11,229,508,328,2511,1708,908,188
0,43032_0,0,209,156,86,44,34,22,238
4,43035_0,3,940,1368,1537,1997,2128,1966,743
17,43039_0,3,464,612,723,1112,2324,2197,397
3,43042_0,3,312,521,488,2118,1165,716,260
17,43051_0,17,409,628,645,1803,1784,1237,324
17,43060_0,12,455,665,624,1826,1726,1141,401
12,43066_0,11,326,623,395,2863,1918,1061,286
19,43074_0,19,242,272,291,299,217,146,243
4,43076_0,4,375,491,533,1221,875,718,321
2,43084_0,16,481,686,562,1910,1759,1209,454
3,43085_0,12,362,548,578,1319,1400,855,287
8,43100_0,2,114,212,176,1538,662,302,81
17,43102_0,17,312,628,429,3634,2000,976,270
0,43104_0,0,470,500,233,44,18,12,407
12,43106_0,12,449,716,649,2621,2341,1319,396
17,43107_0,2,150,566,438,2809,1501,857,16
11,43108_0,11,213,452,321,1643,1433,859,157
11,43109_0,11,244,411,444,1274,1670,1182,154
11,43112_0,2,236,460,326,2875,1117,572,223
11,43113_0,2,-48,315,299,1737,1549,849,-220
11,43121_0,11,364,494,505,1609,1890,1135,320
11,43122_0,12,543,852,1029,2391,2998,1860,357
12,43124_0,12,421,707,510,2971,2194,1223,383
0,43128_0,0,449,492,221,40,20,6,379
9,43133_0,9,217,434,317,2968,1671,852,169
12,43140_0,12,432,758,536,3237,2663,1559,405
17,43141_0,17,370,579,593,2133,1937,1213,320
12,43144_0,12,545,957,971,3334,3022,1686,393
8,43152_0,12,166,177,130,890,308,182,157
17,43156_0,17,238,441,368,2243,1305,699,194
8,43158_0,8,44,133,90,989,439,186,19
4,43159_0,5,727,947,1021,1536,1418,1257,640
0,43163_0,0,201,153,77,34,26,17,212
8,43171_0,9,193,370,301,2683,1329,701,163
12,43172_0,12,335,586,541,2217,2300,1400,258
4,43176_0,5,719,1055,1088,1515,1260,951,618
0,43187_0,0,277,182,102,57,39,33,311
8,43196_0,8,98,212,137,2006,629,251,53
9,43199_0,11,286,482,467,2222,2028,1214,215
12,43204_0,17,378,679,473,3476,1979,983,346
3,43205_0,3,263,385,386,1378,798,513,196
0,43208_0,0,527,630,387,62,20,10,432
12,43210_0,12,444,834,842,2980,3516,2182,300
